Source,Original_Sentence,Mapped_Phrases,Sentiment_Score,Dominant_Core_Node
Tao Te Ching Pr,"第七十七章       1上天的道﹐不就像张弓射箭一样吗﹖高了向下压﹐低了向上 举﹐拉过了松一松﹐不足时拉一拉。   2上天的道﹐是减少有余的﹐补给不足的。人间的道却不这样﹐ 是损害不足的﹐加给有余的。   3 谁能自己有余而用来奉献给天下呢﹖唯独有道的人。   道德经：老子原文与译文     162 4 所以﹐圣人做事不仗恃自己的能力﹐事成了也不视为自己的 功劳﹐不让人称赞自己有才能。     原文   1 天之道﹐其犹张弓欤﹖高者抑之﹐下者举之﹐有馀者损 之﹐不足者补之。   2 天之道﹐损有馀而补不足。人之道 则不然﹐损不足以奉有 馀。   3 孰能有馀以奉天下﹖唯有道者。   4 是以圣人为而不恃﹐功成而不处﹐其不欲见贤。               Tao Te Ching: Original Text and A Modern Interpretation     163 CHAPTER 78     1 Nothing in the world is as soft and weak as water ,     Yet for attacking the hard and the strong, nothing works   as well.",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation nothing | MATTER_CONCEPT | soft weak | weak water | water yet | yet attacking | attacking hard | hard strong | strong nothing | nothing works | works well,-0.3641,ROOT_ACCESS
Tao Te Ching Pr,This is because water  is too so ft and weak to be altered.,water weak | weak altered,-0.4877,None
Tao Te Ching Pr,2 The weak will overcome the strong;      The soft will overcome the hard.,weak overcome | overcome strong | strong soft | soft overcome | overcome hard,-0.0,None
Tao Te Ching Pr,"This principle is known to all people under Heaven,      Yet no one puts it into practice.",principle known | known people | people heaven | heaven yet | yet puts | puts practice,0.2732,None
Tao Te Ching Pr,"3 Thus, the Holy One  says:       “He who is h umiliated is the lord of the society;        He who is sacrificed is the king of the world.",thus holy | holy says | says umiliated | umiliated lord | lord society | society sacrificed | sacrificed king | MATTER_CONCEPT,0.0,MATTER_CONCEPT
Tao Te Ching Pr,”31  4 Words of truth  are paradoxical.,words | ROOT_ACCESS | paradoxical,0.3182,ROOT_ACCESS
Tao Te Ching Pr,"第七十八章       1 天下万物中﹐没有什么比水更柔弱了。然而对付坚强的东 西﹐没有什么能胜过水了。这是因为水柔弱得没有什么能改变 它。                                                           31 A country’s humiliation is a result of sin, and the Holy One   bears its humiliation; the country’s calamities are ominous, and the  Holy One  sacrifices to save his people.",country humiliation | humiliation result | IGNORANCE_PRIOR | holy bears | bears humiliation | humiliation country | country calamities | calamities ominous | ominous holy | holy sacrifices | sacrifices save | save people,-0.8807,IGNORANCE_PRIOR
Tao Te Ching Pr,道德经：老子原文与译文     164 2 这个柔弱胜刚强的道理﹐天下的人没有不知道的﹐却没有能 实行的。   3 所以圣人说﹕那为国受辱的﹐就是社 稷之主﹔那为国受难 的﹐就是天下之王。   4 这些正面肯定的话﹐听起来好像反话一样﹐不容易理解。     原文   1 天下莫柔弱于水﹐而攻坚强者莫之能胜﹐以其无以   易之。   2 弱之胜强﹐柔之胜刚﹐天下莫不知﹐莫能行。   3 是以圣人云﹕受国之垢﹐是谓社稷主﹔受国不祥﹐是为   天下王 32。  4 正言若反。                                                                   32国之污垢﹐即罪恶﹔担其罪﹐即受辱 。不祥﹐即凶殃﹔承其凶﹐即受 难。  Tao Te Ching: Original Text and A Modern Interpretation     165 CHAPTER 79     1 Dissolving great hatred through mediation   will not remove all of it.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation dissolving | dissolving great | great hatred | hatred mediation | mediation remove,0.296,ROOT_ACCESS
Tao Te Ching Pr,"2 Therefor e, the Holy One  holds the loan,        but does not ask  for payment;      A creditor of virtue knows the debt but seeks no payment;      A creditor of no virtue demands payment by every means.",therefor holy | holy holds | holds loan | loan ask | ask payment | payment creditor | creditor virtue | virtue knows | knows debt | debt seeks | seeks payment | payment creditor | creditor virtue | virtue demands | demands payment | payment every | every means,-0.1901,None
Tao Te Ching Pr,33  3 The Tao  of Heaven shows no favoritism;      He is always with good men.,ROOT_ACCESS | heaven shows | shows favoritism | favoritism always | always good | good men,0.6908,ROOT_ACCESS
Tao Te Ching Pr,"第七十九章       1 用调和的办法化解怨恨﹐怨恨并不能消失贻尽﹐这岂算得上 善呢﹖   2 所以﹐圣人掌握着欠债的存根﹐却不索取偿还。有德之人明 潦欠债而已﹐并不追讨﹔无德之人却是苛取搜刮﹐珠镏必较。   3 上天之道﹐公义无私﹐永远与良善的人同在。                                                             33 In ancient times, the proof of a loan was carved on a piece   of wood, which was slit into two parts, the left for the creditor and  the right for the debtor.",ancient times | times proof | proof loan | loan carved | carved piece | piece wood | wood slit | slit two | two parts | parts left | left creditor | creditor right | right debtor,-0.0258,None
Tao Te Ching Pr,道德经：老子原文与译文     166 原文   1 和大怨﹐必有馀怨﹐安可以为善﹖   2 是以圣人执左契﹐而不责于人。有德司契﹐无德司彻 34。  3 天道无亲﹐常与善人。                                                                 34古时借债，刻在一块板上，噼开，债主存左边，债人存右边；此为「司 契」。「司彻」则是贵族按成征收税租，一种剥削。   Tao Te Ching: Original Text and A Modern Interpretation     167 CHAPTER 80     1 A small country has a small population.,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation small | small country | country small | small population,0.3182,ROOT_ACCESS
Tao Te Ching Pr,"Unused, its tools are ten or a hu ndred times   more powerful than men;      Because of the fear of death , people do not travel far;      Standing id le are its boats and carriages;   unemp loyed is its mi litary.",unused tools | tools ten | ten ndred | ndred times | times powerful | powerful men | men fear | IGNORANCE_PRIOR | people travel | travel far | far standing | standing boats | boats carriages | carriages unemp | unemp loyed | loyed litary,-0.6133,IGNORANCE_PRIOR
Tao Te Ching Pr,"2 Let people return  to using knotted ropes for writing,      To eating their fo od as enjoyable,      To vie wing their clothes as beautiful,      To being content with their residences,      To finding joy in their customs.",let people | people return | return using | using knotted | knotted ropes | ropes writing | writing eating | eating enjoyable | enjoyable vie | vie wing | wing clothes | clothes beautiful | beautiful content | content residences | residences finding | finding joy | joy customs,0.891,None
Tao Te Ching Pr,"People of neig hboring countries reside   within sight of each other;      Dogs barking and cocks crowing can be heard   across the border,      Yet they do not have to deal with each other   even when old and dying.",people neig | neig hboring | hboring countries | countries reside | reside within | within sight | sight dogs | dogs barking | barking cocks | cocks crowing | crowing heard | heard across | across border | border yet | yet deal | deal old | old dying,0.0,None
Tao Te Ching Pr,道德经：老子原文与译文     168 第八十章       1 国家小﹐人口少。即使有十倍百倍于人力的器具也不使用。 人们畏惧死亡而不远行迁徙。虽有车船﹐却没 有地方使用﹔虽 有军队﹐也没有地方部署。   2 让人们再用结绳记事的办法﹐以其饮食为甘甜﹐以其服饰为 美好﹐以其居处为安逸﹐以其习俗为快乐。邻国的人们相互可 以看见﹐鸡鸣狗叫声相互可以听到﹐但人民直到老死也不相互   往来。     原文   1 小国寡民。使有什伯之器而不用﹐使民重死而不远徙。 虽有舟舆﹐无所乘之﹐虽有甲兵﹐无所陈之。   2 使民複结绳而用之﹐甘其食﹐美其服﹐安其居﹐乐其俗。邻 国相望﹐鸡犬之声相闻﹐民至老死不相往来。             Tao Te Ching: Original Text and A Modern Interpretation     169 CHAPTER 81     1 Words of truth  are not pleasing to the ears;      What is pleasing to the ears are not words of truth .,ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation words | ROOT_ACCESS | pleasing ears | ears pleasing | pleasing ears | ears words | ROOT_ACCESS,0.0895,ROOT_ACCESS
Tao Te Ching Pr,2 Good men are not good at arguing;      Those good at arguing are not good.,good men | men good | good arguing | arguing good | good arguing | arguing good,0.1635,None
Tao Te Ching Pr,"3 He who knows has no deep learning,      He who has deep learning does not know.",knows deep | deep learning | learning deep | deep learning | learning know,-0.296,None
Tao Te Ching Pr,"He lives for others; so, he possesses more;      He gives all to the world; so, he becomes richer.",lives others | others possesses | possesses gives | MATTER_CONCEPT | becomes richer,0.5667,MATTER_CONCEPT
Tao Te Ching Pr,"5 The Tao  of Heaven is benevolent, causing no harm.",ROOT_ACCESS | heaven benevolent | benevolent causing | causing harm,0.3182,ROOT_ACCESS
Tao Te Ching Pr,The way of the Holy One  is to act o n behalf of the people;      He does not contend with them.,way holy | holy act | act behalf | behalf people | people contend,-0.0382,None
Tao Te Ching Pr,"第八十一章       1 可信的不华美﹐华美的不可信。   2 良善的不巧辩﹐巧辩的不良善。   3 真懂的不广博﹐广博的不真懂。   4 圣人不为自己积攒什么﹕既然一切都是为了世人﹐自己就愈 发拥有了﹔既然一切都已给了世人﹐自己就愈发丰富了。   道德经：老子原文与译文     170 5 上天的道﹐有利于天下﹐而不加害于天下。圣人的道﹐是为 了世人﹐而不与世人相争。     原文   1 信言不美﹐美言不信。   2 善者不辩﹐辩者不善。   3 知者不博﹐博者不知。   4 圣人不积 ﹐既以为人己愈有﹐既以与人己愈多。   5 天之道﹐利而不害。圣人之道﹐为而不争。     Tao Te Ching: Original Text and A Modern Interpretation     171 INDEX     B  Beginning, 14, 65, 70, 80, 93, 117   Benevolence, 22, 70   C  Compassion, 40, 41, 106, 107   Creator and Sustainer, 28   D  Death, 91, 122, 129, 130, 131, 136   E  Eternity, 37, 94, 100 , 129   F  Female, 110   Foolishness, 50   Form of Tao, 33, 45, 76, 79   G  Goodness, 89, 114   Grace, 28, 56, 92   Greed, 83, 85   H  Humility, 37, 110, 122   I  Image of Tao, 20, 34, 45, 65, 76   Infant, 28, 43, 100   K  Knowledge, 7, 19, 28, 86  L  Life, 8, 30, 31, 32, 37, 42, 82 , 83, 90, 92,  94, 100, 130, 131   Light, 8, 11, 20, 33, 52, 53, 54, 66, 80,  94, 100, 101   Love, 28, 32, 54, 92, 121, 122   M  Male, 110   Morality , 45, 69, 70   Mother, 44   Mystery, 15, 23, 54, 105   N  Name of Tao, 14, 45, 51, 62, 64, 79   No effort, 19, 82   P  Peace, 60, 65, 68, 76, 80, 92, 96   Perfection, 84   Physical life, 31   Piety, 40, 41   Pride, 26   R  Return, 16, 37, 38, 41, 42, 43, 47, 56, 74,  94, 109, 137   Ruler, 28, 38, 39, 56, 60, 130   S  Salvation, 94   Sea, 62, 120   Selflessness, 24   Senses, 94, 101   Sinner, 112, 113   Stillne ss, 52   Straw dogs, 22   道德经：老子原文与译文     172 T  Tao, 1, 7, 8, 9, 11, 14, 20, 25, 27, 28, 34,  35, 38, 39, 45, 47, 49, 50, 51, 52, 58,  59, 60, 62, 64, 65, 66, 67, 70, 74, 75,  76, 79, 80, 84, 85, 86, 92, 94, 96, 101,  107, 109, 112, 113, 118, 121, 128,  132, 135, 138   The Holy One, 16,  18, 22, 24, 30, 47, 54,  85, 88, 89, 104, 105, 115, 117, 120,  125, 127, 133, 134, 135, 138   The One, 9, 33, 73   Tranquility, 37, 84, 104   Truth, 14, 76, 134, 138  V  Virtues, 92, 97, 98, 100, 107, 109, 119,  133  W  War, 60, 61   Water, 25, 35, 44, 62, 67, 134   Wisdo m, 28, 39, 41, 56, 63, 118   Y  YiXiWei , 33",ROOT_ACCESS | ching original | original text | text modern | modern interpretation | interpretation index | index beginning | beginning benevolence | benevolence compassion | compassion creator | creator sustainer | IGNORANCE_PRIOR | eternity female | female foolishness | MATTER_CONCEPT | ROOT_ACCESS | goodness grace | grace greed | greed humility | humility image | ROOT_ACCESS | infant knowledge | knowledge life | ROOT_ACCESS | love male | male morality | morality mother | mother mystery | mystery name | ROOT_ACCESS | effort | ROOT_ACCESS | ROOT_ACCESS | physical life | life piety | piety pride | pride return | return ruler | ruler salvation | salvation sea | sea selflessness | MATTER_CONCEPT | sinner stillne | stillne straw | straw dogs | ROOT_ACCESS | holy tranquility | ROOT_ACCESS | virtues war | war water | water wisdo | wisdo yixiwei,0.926,ROOT_ACCESS
short)King K,"See the summary in Till and Schenke, Die Gnostischen Schriften, 1-2.",see summary | summary till | till schenke | schenke die | die gnostischen | gnostischen schriften,-0.5994,None
short)King K,"See, for example, Koester, ""Writing and the Spirit""; ""Written Gospels or  Oral Traditions?""",see example | example koester | koester writing | MIND_CONCEPT | written gospels | gospels oral | oral traditions,0.0,MIND_CONCEPT
short)King K,"See Markschies, ""Lehrer, Schiller, Schule,"" 98.",see markschies | markschies lehrer | lehrer schiller | schiller schule,0.0,None
short)King K,"These letters are contained in the New Testament canon, and include  Romans, 1 and 2 Corinthians, Galatians, Philippians, 1 Thessalonians, and  Philemon.",letters contained | contained new | new testament | testament canon | canon include | include romans | romans corinthians | corinthians galatians | galatians philippians | philippians thessalonians | thessalonians philemon,0.0,None
short)King K,"It is possible, although widely disputed, that Paul wrote 2 Thessalonians,  Ephesians and Colossians as well.",possible although | although widely | widely disputed | disputed paul | paul wrote | wrote thessalonians | thessalonians ephesians | ephesians colossians | colossians well,-0.0772,None
short)King K,"The others letters attributed to him (Hebrews, 1  and 2 Timothy, and Titus) are pseudonymous.",others letters | letters attributed | attributed hebrews | hebrews timothy | timothy titus | titus pseudonymous,0.0,None
short)King K,See Galatians where this issue is a topic of considerable controversy.,see galatians | galatians issue | issue topic | topic considerable | considerable controversy,0.0,None
short)King K,"See Schmidt, ""Ein vorirenaeisches gnostisches Originalwerk,"" 839.",see schmidt | schmidt ein | ein vorirenaeisches | vorirenaeisches gnostisches | gnostisches originalwerk,0.0,None
short)King K,"An English translation of these works can be found in Robinson and Smith,  NHLE.",english translation | translation works | works found | found robinson | robinson smith | smith nhle,0.0,None
short)King K,"Schmidt, ""Ein vorirenaeisches gnostisches Originalwerk,"" 839.",schmidt ein | ein vorirenaeisches | vorirenaeisches gnostisches | gnostisches originalwerk,0.0,None
short)King K,"See Die alten Petrusakten, 2.",see die | die alten | alten petrusakten,-0.5994,None
short)King K,Hans-Martin Schenke has suggested that the roll from  which the first pages of the Berlin codex were cut would have been a standard  length if we were to reckon that two additional (uninscribed) pages had been at  the beginning of the codex.,hans-martin schenke | schenke suggested | suggested roll | roll first | first pages | pages berlin | berlin codex | codex cut | cut would | would standard | standard length | length reckon | reckon two | two additional | additional uninscribed | uninscribed pages | pages beginning | beginning codex,-0.2732,None
short)King K,"See Schenke, ""Bemerkungen,"" 315-16; Robinson,  ""Codicological Analysis,"" 40.",see schenke | schenke bemerkungen | bemerkungen robinson | robinson codicological | codicological analysis,0.0,None
short)King K,"At any rate, only six inscribed pages are missing; any  additional pages would have been blank.",rate six | six inscribed | inscribed pages | pages missing | missing additional | additional pages | pages would | would blank,-0.296,None
short)King K,"Schmidt clearly mentions the cover in his announcement of the find: ""Das  manuskript lag noch in dem Originaldeckel aus Leder und Papyrus, wie iiberhaupt  das Ganze in einem unversehrten Zustande gefunden sein musste.""",schmidt clearly | clearly mentions | mentions cover | cover announcement | announcement find | find das | das manuskript | manuskript lag | lag noch | noch dem | dem originaldeckel | originaldeckel aus | aus leder | leder und | und papyrus | papyrus wie | wie iiberhaupt | iiberhaupt das | das ganze | ganze einem | einem unversehrten | unversehrten zustande | zustande gefunden | gefunden sein | sein musste,0.0772,None
short)King K,"[""The manu­ script yet lay in the original cover made out of leather and papyrus, so that the  whole must have been found in an undamaged condition.""]",manu script | script yet | yet lay | lay original | original cover | cover made | made leather | leather papyrus | papyrus whole | whole found | found undamaged | undamaged condition,0.3182,None
short)King K,"(""Ein vorirenaeisches  gnostisches Originalwerk,"" 839.)",ein vorirenaeisches | vorirenaeisches gnostisches | gnostisches originalwerk,0.0,None
short)King K,"Nothing is said about the cover in TilPs publica­ tion, however, and it seems to have been misplaced.",nothing cover | cover tilps | tilps publica | publica tion | tion however | however seems | seems misplaced,0.0,None
short)King K,"Myriam Krutzsch and Giinter  Poethke, curators at the Egyptian Museum in Berlin, recently found a leather  cover, whose size and date fit the Berlin Codex; they have suggested this cover  belongs to the Berlin Codex (see ""Der Einband des koptisch-gnostischen Kodex  Papyrus Berolinensis 8502"").",myriam krutzsch | krutzsch giinter | giinter poethke | poethke curators | curators egyptian | egyptian museum | museum berlin | berlin recently | recently found | found leather | leather cover | cover whose | whose size | size date | date fit | fit berlin | berlin codex | codex suggested | suggested cover | cover belongs | belongs berlin | berlin codex | codex see | see der | der einband | einband des | des koptisch-gnostischen | koptisch-gnostischen kodex | kodex papyrus | papyrus berolinensis,0.3612,None
short)King K,"This disorder may account for the fact that not only the first six pages were  lost, but also four additional pages in the middle of the work (pp.",disorder account | account fact | fact first | first six | six pages | pages lost | lost four | four additional | additional pages | pages middle | middle work,-0.3612,None
short)King K,"It is  easy to imagine how the top pages would be removed, perhaps in hopes of an  independent sale, but the reason for extracting pp.",easy imagine | imagine top | top pages | pages would | would removed | removed perhaps | perhaps hopes | hopes independent | independent sale | sale reason | reason extracting,0.5023,None
short)King K,"11-14 is less clear, unless in the  jumble they had come to follow p. 6.",less clear | clear unless | unless jumble | jumble come | come follow,0.3197,None
short)King K,"Thus whoever took the pages, took the top  five leaves (ten pages).",thus whoever | whoever took | took pages | pages took | took top | top five | five leaves | leaves ten | ten pages,0.2023,None
short)King K,w  192 Tke Gospel of AUcy of ]\Aagda\a  14.,tke gospel | gospel aucy | aucy aagda,0.0,None
short)King K,"""Ein vorirenaeisches gnostisches Originalwerk,"" 839.",ein vorirenaeisches | vorirenaeisches gnostisches | gnostisches originalwerk,0.0,None
short)King K,"Because the pages  were out of order, Schmidt at first mistakenly thought that GMary was part of  another work, Apjohn.",pages order | order schmidt | schmidt first | first mistakenly | mistakenly thought | thought gmary | gmary part | part another | another work | work apjohn,-0.296,None
short)King K,"Once the confusion got straightened out, it became clear  that GMary was a work in its own right.",confusion got | got straightened | straightened became | became clear | clear gmary | gmary work | work right,0.1027,None
short)King K,"Till and Schenke, Die gnostischen Schriften, 1.",till schenke | schenke die | die gnostischen | gnostischen schriften,-0.5994,None
short)King K,"Till and Schenke, Die jjnostischen Schriften, 1.",till schenke | schenke die | die jjnostischen | jjnostischen schriften,-0.5994,None
short)King K,"Till and Schenke, Die jjnostischen Schriften, 1.",till schenke | schenke die | die jjnostischen | jjnostischen schriften,-0.5994,None
short)King K,"Till and Schenke, Die jjnostischen Schriften, 24-25.",till schenke | schenke die | die jjnostischen | jjnostischen schriften,-0.5994,None
short)King K,"Till and Schenke, Die jjnostischen Schriften, 2.",till schenke | schenke die | die jjnostischen | jjnostischen schriften,-0.5994,None
short)King K,"In 1972, Schenke published an up-dated version (see Till and Schenke, Die  gnostischen Schriften).",schenke published | published up-dated | up-dated version | version see | see till | till schenke | schenke die | die gnostischen | gnostischen schriften,-0.5994,None
short)King K,"Pasquier (L'Evanjjile selon Marie) and George MacRae  (""The Gospel of Mary"") have offered new readings of difficult passages.",pasquier evanjjile | evanjjile selon | selon marie | marie george | george macrae | macrae gospel | gospel mary | mary offered | offered new | new readings | readings difficult | difficult passages,-0.3612,None
short)King K,"See the  summary of Schenke, ""Carl Schmidt und der Papyrus Berolinensis 8502.""",see summary | summary schenke | schenke carl | carl schmidt | schmidt und | und der | der papyrus | papyrus berolinensis,0.0,None
short)King K,"See Liihrmann, ""Die griechischen Fragmente.""",see liihrmann | liihrmann die | die griechischen | griechischen fragmente,-0.5994,None
short)King K,Compare Matt 28:16-20; Mark 16:14-20; Luke 24:44-52; Acts 1:6-8;  John 20:17-18.,compare matt | matt mark | mark luke | luke acts | acts john,0.0,None
short)King K,"See also the discussion of Hartenstein, Die Zweite Lehre, 127-60.",see discussion | discussion hartenstein | hartenstein die | die zweite | zweite lehre,-0.5994,None
short)King K,"Matt 28:9-10, 16-20; Mark 16:9-20; Luke 24:13-53; Acts 1:2-9; John  20:11-21:23.",matt mark | mark luke | luke acts | acts john,0.0,None
short)King K,"For other post-resurrection dialogues, see Perkins, The Gnostic  Dialogue.",post-resurrection dialogues | dialogues see | see perkins | perkins gnostic | gnostic dialogue,0.0,None
short)King K,Matt 28:18-20; Mark 16:15-18; Luke 24A4-A9; Acts 1:8.,matt mark | mark luke | luke acts,0.0,None
short)King K,"See Perkins, The Gnostic Dialogue, 25-72, esp.",see perkins | perkins gnostic | gnostic dialogue | dialogue esp,0.0,None
short)King K,"Perkins classifies the  genre of GMary as a post-resurrection dialogue (see The Gnostic Dialogue, 25-36,  133-37).",perkins classifies | classifies genre | genre gmary | gmary post-resurrection | post-resurrection dialogue | dialogue see | see gnostic | gnostic dialogue,0.0,None
short)King K,"See Koester, Ancient Christian Gospels, 21-22.",see koester | koester ancient | ancient christian | christian gospels,0.0,None
short)King K,"See Perkins, The Gnostic Dialogue.",see perkins | perkins gnostic | gnostic dialogue,0.0,None
short)King K,"The Gospel of Mary has also been cate­ gorized as a ""discourse"" (Puech and Blatz, ""The Gospel of Mary,"" 391) and an  apocalypse (see J. Collins, ""Introduction""; Fallon, ""The Gnostic Apocalypses"").",gospel mary | mary cate | cate gorized | gorized discourse | discourse puech | puech blatz | blatz gospel | gospel mary | mary apocalypse | apocalypse see | see collins | collins introduction | introduction fallon | fallon gnostic | gnostic apocalypses,0.0,None
short)King K,"According to Pheme Perkins, ""...the revelation dialogue seems to have been as  characteristic of Christian Gnostics as the Gospel was of orthodox Christians"" {The  Gnostic Dialogue, 26).",according pheme | pheme perkins | perkins revelation | revelation dialogue | dialogue seems | seems characteristic | characteristic christian | christian gnostics | gnostics gospel | gospel orthodox | orthodox christians | christians gnostic | gnostic dialogue,0.0,None
short)King K,"Here she is following the line of argument suggested by  James Robinson (Perkins cites Robinson ""On the Gattung of Mark (and John),""  in The Gnostic Dialogue, 26, n.3) and Helmut Koester that certain distinct genre  of early Christian literature developed to express distinct Christological tendencies  (see Koester in Robinson and Koester, Trajectories, 158-204).",following line | line argument | argument suggested | suggested james | james robinson | robinson perkins | perkins cites | cites robinson | robinson gattung | gattung mark | mark john | john gnostic | gnostic dialogue | dialogue helmut | helmut koester | koester certain | certain distinct | distinct genre | genre early | early christian | christian literature | literature developed | developed express | express distinct | distinct christological | christological tendencies | tendencies see | see koester | koester robinson | robinson koester | koester trajectories,-0.1027,None
short)King K,"From their perspec­ tive, the narrative gospel was always based on the kerygma of the crucified and  risen Lord; the sayings gospel, on the other hand, as exemplified by GThom, was  catalyzed as a genre by ""the view that the kingdom is uniquely present in Jesus'  eschatological preaching and that eternal wisdom about man's true self is disclosed  in his words.",perspec tive | tive narrative | narrative gospel | gospel always | always based | based kerygma | kerygma crucified | crucified risen | risen lord | lord sayings | sayings gospel | gospel hand | hand exemplified | exemplified gthom | gthom catalyzed | catalyzed genre | genre view | view kingdom | kingdom uniquely | uniquely present | present jesus | jesus eschatological | eschatological preaching | preaching eternal | eternal wisdom | MIND_CONCEPT | true | MIND_CONCEPT | disclosed words,0.8555,MIND_CONCEPT
short)King K,"The gnostic proclivity of this concept needs no further elaboration""  (Koester in Robinson and Koester, Trajectories, 186).",gnostic proclivity | proclivity concept | concept needs | needs elaboration | elaboration koester | koester robinson | robinson koester | koester trajectories,-0.296,None
short)King K,"Furthermore, according to  Koester, the features of the framework of the revelation discourse, such as one sees  in the Apjohn's account of a luminous appearance to the disciple John, ""cannot be  derived from the resurrection appearances of the canonical gospels, even though a  number of gnostic revelations admittedly have been influenced by the canonical  Easter stories"" (Koester in Robinson and Koester, Trajectories, 195.",furthermore according | according koester | koester features | features framework | framework revelation | revelation discourse | discourse sees | sees apjohn | apjohn account | account luminous | luminous appearance | appearance disciple | disciple john | john derived | derived resurrection | resurrection appearances | appearances canonical | canonical gospels | gospels though | though number | number gnostic | gnostic revelations | revelations admittedly | admittedly influenced | influenced canonical | canonical easter | easter stories | stories koester | koester robinson | robinson koester | koester trajectories,0.0772,None
short)King K,"In his founda- Notes 193  tional work, Ancient Christian Gospels, Koester further develops this thesis that  savings collections and dialogue gospels generally precede narrative gospels).",founda- notes | notes tional | tional work | work ancient | ancient christian | christian gospels | gospels koester | koester develops | develops thesis | thesis savings | savings collections | collections dialogue | dialogue gospels | gospels generally | generally precede | precede narrative | narrative gospels,0.0,None
short)King K,"While  accepting the existence of the dialogue genre, two studies have recently criticized  this general theory regarding the relationship between genre and Christology.",accepting existence | existence dialogue | dialogue genre | genre two | two studies | studies recently | recently criticized | criticized general | general theory | theory regarding | regarding relationship | relationship genre | genre christology,0.0258,None
short)King K,"Martina Janfien has noted the wide diversity of content, form, and function of dia­ logues in ancient literature, and argued that the evidence does not support tying a  ""gnostic"" theological content to this genre (""Mystagogus Gnosticus?"").",martina janfien | janfien noted | noted wide | wide diversity | diversity content | MATTER_CONCEPT | function dia | dia logues | logues ancient | ancient literature | literature argued | argued evidence | evidence support | support tying | tying gnostic | gnostic theological | theological content | content genre | genre mystagogus | mystagogus gnosticus,-0.5801,MATTER_CONCEPT
short)King K,"On the  contrary, she suggests that the so-called ""gnostic revelation dialogue"" is an artifi­ cial construct that distorts interpretation, especially by over-simplification of the  diversity among the texts so classified.",contrary suggests | suggests so-called | so-called gnostic | gnostic revelation | revelation dialogue | dialogue artifi | artifi cial | cial construct | construct distorts | distorts interpretation | interpretation especially | especially over-simplification | over-simplification diversity | diversity among | among texts | texts classified,-0.34,None
short)King K,"In short, she problematizes the connection  between dialogue form and heretical ""gnostic"" theological content.",short problematizes | problematizes connection | connection dialogue | MATTER_CONCEPT | heretical gnostic | gnostic theological | theological content,0.0,MATTER_CONCEPT
short)King K,"Judith  Hartenstein {Die zweite Lehre) takes a different tack by examining the frame narra­ tives of the revelation dialogues, isolating a sub-type of appearance dialogue.",judith hartenstein | hartenstein die | die zweite | zweite lehre | lehre takes | takes different | different tack | tack examining | examining frame | frame narra | narra tives | tives revelation | revelation dialogues | dialogues isolating | isolating sub-type | sub-type appearance | appearance dialogue,0.0,None
short)King K,She  concludes that it is the frame narrative's relating a post-resurrection appearance of  Jesus to his disciples that consistentiy marks a clear Christian element in these texts  and provides a clear connection to the New Testament gospels.,concludes frame | frame narrative | narrative relating | relating post-resurrection | post-resurrection appearance | appearance jesus | jesus disciples | disciples consistentiy | consistentiy marks | marks clear | clear christian | christian element | element texts | texts provides | provides clear | clear connection | connection new | new testament | testament gospels,0.6369,None
short)King K,"In short, she argues  that such appearance frameworks show a dependence upon the narrative gospels,  while the content of the dialogues can be quite diverse in both origin and content.",short argues | argues appearance | appearance frameworks | frameworks show | show dependence | dependence narrative | narrative gospels | gospels content | content dialogues | dialogues quite | quite diverse | diverse origin | origin content,-0.3818,None
short)King K,It is precisely the genre of the work that gives it its Christian (as opposed to gnos­ tic) character.,precisely genre | genre work | work gives | gives christian | christian opposed | opposed gnos | gnos tic | tic character,0.0,None
short)King K,"Although in the end, Hartenstein supports the view that the GMary  is a gnostic work, that is not because of the genre, but because of the content of  Jesus' and Mary's teachings.",although end | end hartenstein | hartenstein supports | supports view | view gmary | gmary gnostic | gnostic work | work genre | genre content | content jesus | jesus mary | mary teachings,0.1901,None
short)King K,"AgHer 5, Preface (ANF I, 526).",agher preface | preface anf,0.0,None
short)King K,All translations are adapted from this edi­ tion.,translations adapted | adapted edi | edi tion,0.0,None
short)King K,"AsHerS.l (ANFl, 526; trans, adapted).",ashers anfl | anfl trans | trans adapted,0.0,None
short)King K,Irenaeus' understanding of creation and what it means to be human differs  significandy from GMary.,irenaeus understanding | understanding creation | creation means | MIND_CONCEPT | differs significandy | significandy gmary,0.2732,MIND_CONCEPT
short)King K,He argues that one does not have to leave the body in  order to see God.,argues leave | MATTER_CONCEPT | order see | see god,-0.0905,MATTER_CONCEPT
short)King K,The body is itself the locus of divine revelation and simultane­ ously the subject of divine salvation.,MATTER_CONCEPT | locus divine | divine revelation | revelation simultane | simultane ously | ously subject | subject divine | divine salvation,0.802,MATTER_CONCEPT
short)King K,It is in the body that humanity receives the  Spirit and is restored to likeness to God.,MATTER_CONCEPT | humanity receives | MIND_CONCEPT | restored likeness | likeness god,0.6369,MATTER_CONCEPT
short)King K,"The presence of Spirit is not a future  event; it is ""dwelling in us, rendering us spiritual even now, and the mortal is swal­ lowed up by immortality.""",presence | MIND_CONCEPT | future event | event dwelling | dwelling rendering | rendering spiritual | spiritual mortal | mortal swal | swal lowed | lowed immortality,-0.0,MIND_CONCEPT
